handle,title,subtitle,description,category_handle,dietary_flags,vat_rate,status
urid-dal-chilka,Urid Dal Chilka,,Tasty  Nutritious,lentils_dals,vegetarian,0,published
urid-whole-gota,Urid Whole Gota,,Tasty  Nutritious,lentils_dals,vegetarian,0,published
whole-cinnamon-dalchini,Whole Cinnamon (Dalchini),,Add some comforting whole cinnamon to rich curries and hot drinks. Perfect for adding depth and warmth to meats and stirring festive flavours into seasonal beverages. Whole cinnamon is a pantry staple for sweet and savoury dishes.,whole_spices_seeds,vegetarian,0,published
yellow-peas,Yellow Peas,,Tasty  Nutritious,beans_peas_pulses,vegetarian,0,published
chilli-powder-hot,Chilli Powder Hot,,Extra-hot chilli powder made from dried red chillies. Not for the faint-hearted.,powdered_spices,vegetarian;vegan;gluten-free,0,published
dark-red-kidney-beans,Dark Red Kidney Beans,,Dark red kidney beans â€” preferred by the Punjabi community for rajma.,beans_peas_pulses,vegetarian;vegan;gluten-free,0,published
kala-chana,Kala Chana,,Small brown chickpeas â€” essential during Navratri and Karva Chauth fasting.,beans_peas_pulses,vegetarian;vegan;gluten-free,0,published
kewra-water,Kewra Water,,Screwpine essence for biryani and traditional sweets. A few drops transform a dish.,baking_essences,vegetarian,0,published
mixed-panchratna-dal,Mixed Panchratna Dal,,A balanced blend of five premium lentils for a richly textured dal.,lentils_dals,vegetarian;vegan;gluten-free,0,published
moong-whole-green,Moong Whole Green,,Whole green moong beans â€” used for sprouting; curries; and hearty dals.,lentils_dals,vegetarian;vegan;gluten-free,0,published
mukhwas-mouth-freshener,Mukhwas Mouth Freshener,,Traditional Indian mouth freshener with fennel seeds and colourful sugar-coated seeds.,wellness_ayurveda,vegetarian;vegan;gluten-free,0,published
mustard-oil,Mustard Oil,,Pure mustard oil. Bengalis and Punjabis won't substitute it. Ideal for cooking and pickles.,cooking_oils,vegetarian,0,published
roasted-chana-daria,Roasted Chana Daria,,Roasted split chickpeas â€” a high-protein healthy snack and chaat topping.,nuts_seeds,vegetarian;vegan;gluten-free,0,published
roasted-cumin-powder,Roasted Cumin Powder,,Dry-roasted and ground cumin â€” intense aroma for raita; chaat; and finishing.,powdered_spices,vegetarian;vegan;gluten-free,0,published
roasted-peanuts,Roasted Peanuts,,Lightly salted roasted peanuts â€” perfect for snacking and chutneys.,nuts_seeds,vegetarian;vegan;gluten-free,0,published
tamarind-block,Tamarind Block,,Natural tamarind block for sambar; rasam and chutneys. A South Indian weekly trigger.,pantry_tamarind_canned,vegetarian;vegan;gluten-free,0,published
toor-dal-dry,Toor Dal Dry,,Dry toor dal â€” lighter flavour; preferred for some South Indian preparations.,lentils_dals,vegetarian;vegan;gluten-free,0,published
filter-coffee,Filter Coffee,,The #1 differentiator for the Tamil community. Authentic South Indian filter coffee â€” no mainstream supermarket stocks this.,tea_coffee,vegetarian;vegan;gluten-free,0,published
masala-chai,Masala Chai,,Aromatic spiced tea blend with cardamom; ginger; cloves and cinnamon.,tea_coffee,vegetarian;vegan;gluten-free,0,published
premium-tea,Premium Tea,,Gujarat's most beloved tea blend â€” perfectly balanced; strong and smooth for the perfect chai.,tea_coffee,vegetarian;vegan;gluten-free,0,published
indian-onion,Indian Onion,Fresh produce — weekly staple,Fresh Indian red onions. The essential base for every Indian curry. Sourced weekly for peak freshness.,fresh_veg,vegetarian;vegan;gluten-free,0,published
mud-potato,Mud Potato,Cyprus variety — earthy flavour,Fresh Cyprus mud potatoes. Excellent for curries and aloo dishes. Rich earthy flavour.,fresh_veg,vegetarian;vegan;gluten-free,0,published
ginger,Ginger,Fresh root — daily essential,Fresh root ginger. The universal Indian cooking essential — used in almost every dish.,fresh_veg,vegetarian;vegan;gluten-free,0,published
garlic,Garlic,Fresh bulbs — kitchen essential,Fresh garlic bulbs. Essential for almost every Indian dish.,fresh_veg,fresh_veg,published,published
okra-bhindi,Okra / Bhindi,The #1 weekly trigger vegetable,Fresh okra. The most popular Indian vegetable.,fresh_veg,fresh_veg,published,published
green-chillies,Green Chillies,Essential for tempering & chutneys,Fresh Indian green chillies. Essential for tempering and chutneys.,fresh_veg,fresh_veg,published,published
bottle-gourd-dudhi,Bottle Gourd / Dudhi,Mild & versatile — Gujarati staple,Fresh bottle gourd. Mild and versatile.,fresh_veg,fresh_veg,published,published
bitter-gourd-karela,Bitter Gourd / Karela,Ayurvedic health vegetable,Fresh bitter gourd. Prized in Ayurvedic cooking for its health benefits. Core volume driver.,fresh_veg,vegetarian;vegan;gluten-free,0,published
drumsticks,Drumsticks,South Indian anchor vegetable,Fresh drumsticks (murungaikkai). Essential for sambar and avial. A weekly trigger for the South Indian community.,fresh_veg,vegetarian;vegan;gluten-free,0,published
tindora,Tindora,Ivy gourd — Gujarati favourite,Fresh tindora (kovakkai). Small ivy gourd popular in Gujarati and South Indian cuisine. Core volume driver.,fresh_veg,vegetarian;vegan;gluten-free,0,published
curry-leaves-fresh-veg,Curry Leaves,Essential tempering herb,Fresh curry leaves (kari veppilai). The essential tempering herb for South Indian cooking. Saturday fresh batch.,fresh_veg,vegetarian;vegan;gluten-free,0,published
vine-tomato,Vine Tomato,Essential for rasam & curries,Fresh vine tomatoes. Essential for rasam and South Indian curries.,fresh_veg,fresh_veg,published,published
green-lime,Green Lime,Essential for pickles & chaat,Fresh green limes. Essential for pickles and daily cooking.,fresh_veg,fresh_veg,published,published
coconut,Coconut,South Indian chutney essential,Fresh whole coconut. Essential for South Indian chutneys and curries.,fresh_veg,fresh_veg,published,published
green-plantains,Green Plantains,Regional specialty — chips & curries,Fresh green plantains. Used for chips and curries.,fresh_veg,fresh_veg,published,published
cassava-mogo,Cassava / Mogo,Sri Lankan & East African staple,Fresh cassava root (maravalli kizhangu). Boiled or fried — a Sri Lankan and East African staple. Core volume driver.,fresh_veg,vegetarian;vegan;gluten-free,0,published
arbi-taro-root,Arbi / Taro Root,Boiled & fried — popular snack root,Fresh arbi (taro root / cheppankizhangu). Boiled and fried for a popular Indian snack. Ambient storage.,fresh_veg,vegetarian;vegan;gluten-free,0,published
