variant_handle,vendor_handle,vendor_sku,cost_price_gbp,sourcing_depot,warehouse_aisle,lead_time_days,min_order_qty
trs-red-adzuki-beans-red-cow-peas__trs-trs-red-adzuki-beans-red-cow-peas-500g,trs_vibrant,trs-trs-trs-red-adzuki-beans-red-cow-peas-500g,,depot_a,A1-A4,3,6,6
trs-red-adzuki-beans-red-cow-peas__trs-trs-red-adzuki-beans-red-cow-peas-2kg,trs_vibrant,trs-trs-trs-red-adzuki-beans-red-cow-peas-2kg,,depot_a,A1-A4,3,6,6
trs-red-kidney-beans__trs-trs-red-kidney-beans-1kg,trs_vibrant,trs-trs-trs-red-kidney-beans-1kg,,depot_a,A1-A4,3,6,6
trs-red-kidney-beans__trs-trs-red-kidney-beans-2kg,trs_vibrant,trs-trs-trs-red-kidney-beans-2kg,,depot_a,A1-A4,3,6,6
trs-red-kidney-beans__trs-trs-red-kidney-beans-400g,trs_vibrant,trs-trs-trs-red-kidney-beans-400g,,depot_a,A1-A4,3,6,6
trs-red-kidney-beans__trs-trs-red-kidney-beans-500g,trs_vibrant,trs-trs-trs-red-kidney-beans-500g,,depot_a,A1-A4,3,6,6
trs-red-kidney-beans__trs-trs-red-kidney-beans-5kg,trs_vibrant,trs-trs-trs-red-kidney-beans-5kg,,depot_a,A1-A4,3,6,6
trs-red-split-lentils__trs-trs-red-split-lentils-1kg,trs_vibrant,trs-trs-trs-red-split-lentils-1kg,,depot_a,A1-A4,3,6,6
trs-red-split-lentils__trs-trs-red-split-lentils-5kg,trs_vibrant,trs-trs-trs-red-split-lentils-5kg,,depot_a,A1-A4,3,6,6
trs-rosecoco-beans__trs-trs-rosecoco-beans-25kg,trs_vibrant,trs-trs-trs-rosecoco-beans-25kg,,depot_a,A1-A4,3,6,6
trs-rosecoco-beans__trs-trs-rosecoco-beans-2kg,trs_vibrant,trs-trs-trs-rosecoco-beans-2kg,,depot_a,A1-A4,3,6,6
trs-rosecoco-beans__trs-trs-rosecoco-beans-500g,trs_vibrant,trs-trs-trs-rosecoco-beans-500g,,depot_a,A1-A4,3,6,6
trs-sarson-ka-saag-spiced-mustard-greens-curry__trs-trs-sarson-ka-saag-spiced-mustard-greens-curry-450g,trs_vibrant,trs-trs-trs-sarson-ka-saag-spiced-mustard-greens-curry-450g,,depot_a,A1-A4,3,6,6
trs-sarson-ka-saag-spiced-mustard-greens-curry__trs-trs-sarson-ka-saag-spiced-mustard-greens-curry-850g,trs_vibrant,trs-trs-trs-sarson-ka-saag-spiced-mustard-greens-curry-850g,,depot_a,A1-A4,3,6,6
trs-tapioca-pearls__trs-trs-tapioca-pearls-15kg,trs_vibrant,trs-trs-trs-tapioca-pearls-15kg,,depot_a,A1-A4,3,6,6
trs-tapioca-pearls__trs-trs-tapioca-pearls-500g,trs_vibrant,trs-trs-trs-tapioca-pearls-500g,,depot_a,A1-A4,3,6,6
trs-toor-dal__trs-trs-toor-dal-500g,trs_vibrant,trs-trs-trs-toor-dal-500g,,depot_a,A1-A4,3,6,6
trs-toor-dal__trs-trs-toor-dal-1kg,trs_vibrant,trs-trs-trs-toor-dal-1kg,,depot_a,A1-A4,3,6,6
trs-toor-dal__trs-trs-toor-dal-2kg,trs_vibrant,trs-trs-trs-toor-dal-2kg,,depot_a,A1-A4,3,6,6
trs-toor-dal__trs-trs-toor-dal-25kg,trs_vibrant,trs-trs-trs-toor-dal-25kg,,depot_a,A1-A4,3,6,6
trs-tumeric-powder__trs-trs-tumeric-powder-100g,trs_vibrant,trs-trs-trs-tumeric-powder-100g,,depot_a,A1-A4,3,6,6
trs-tumeric-powder__trs-trs-tumeric-powder-400g,trs_vibrant,trs-trs-trs-tumeric-powder-400g,,depot_a,A1-A4,3,6,6
trs-tumeric-powder__trs-trs-tumeric-powder-1kg,trs_vibrant,trs-trs-trs-tumeric-powder-1kg,,depot_a,A1-A4,3,6,6
trs-tumeric-powder__trs-trs-tumeric-powder-5kg,trs_vibrant,trs-trs-trs-tumeric-powder-5kg,,depot_a,A1-A4,3,6,6
trs-urid-beans__trs-trs-urid-beans-500g,trs_vibrant,trs-trs-trs-urid-beans-500g,,depot_a,A1-A4,3,6,6
trs-urid-beans__trs-trs-urid-beans-1kg,trs_vibrant,trs-trs-trs-urid-beans-1kg,,depot_a,A1-A4,3,6,6
trs-urid-beans__trs-trs-urid-beans-2kg,trs_vibrant,trs-trs-trs-urid-beans-2kg,,depot_a,A1-A4,3,6,6
trs-urid-beans__trs-trs-urid-beans-5kg,trs_vibrant,trs-trs-trs-urid-beans-5kg,,depot_a,A1-A4,3,6,6
trs-urid-beans__trs-trs-urid-beans-25kg,trs_vibrant,trs-trs-trs-urid-beans-25kg,,depot_a,A1-A4,3,6,6
trs-urid-dal__trs-trs-urid-dal-500g,trs_vibrant,trs-trs-trs-urid-dal-500g,,depot_a,A1-A4,3,6,6
trs-urid-dal__trs-trs-urid-dal-1kg,trs_vibrant,trs-trs-trs-urid-dal-1kg,,depot_a,A1-A4,3,6,6
trs-urid-dal__trs-trs-urid-dal-2kg,trs_vibrant,trs-trs-trs-urid-dal-2kg,,depot_a,A1-A4,3,6,6
trs-urid-dal__trs-trs-urid-dal-5kg,trs_vibrant,trs-trs-trs-urid-dal-5kg,,depot_a,A1-A4,3,6,6
trs-urid-dal-chilka__trs-trs-urid-dal-chilka-500g,trs_vibrant,trs-trs-trs-urid-dal-chilka-500g,,depot_a,A1-A4,3,6,6
trs-urid-dal-chilka__trs-trs-urid-dal-chilka-1kg,trs_vibrant,trs-trs-trs-urid-dal-chilka-1kg,,depot_a,A1-A4,3,6,6
trs-urid-dal-chilka__trs-trs-urid-dal-chilka-2kg,trs_vibrant,trs-trs-trs-urid-dal-chilka-2kg,,depot_a,A1-A4,3,6,6
trs-urid-whole-gota__trs-trs-urid-whole-gota-500g,trs_vibrant,trs-trs-trs-urid-whole-gota-500g,,depot_a,A1-A4,3,6,6
trs-urid-whole-gota__trs-trs-urid-whole-gota-1kg,trs_vibrant,trs-trs-trs-urid-whole-gota-1kg,,depot_a,A1-A4,3,6,6
trs-urid-whole-gota__trs-trs-urid-whole-gota-2kg,trs_vibrant,trs-trs-trs-urid-whole-gota-2kg,,depot_a,A1-A4,3,6,6
trs-urid-whole-gota__trs-trs-urid-whole-gota-5kg,trs_vibrant,trs-trs-trs-urid-whole-gota-5kg,,depot_a,A1-A4,3,6,6
trs-white-maize-meal__trs-trs-white-maize-meal-15kg,trs_vibrant,trs-trs-trs-white-maize-meal-15kg,,depot_a,A1-A4,3,6,6
trs-white-maize-meal__trs-trs-white-maize-meal-500g,trs_vibrant,trs-trs-trs-white-maize-meal-500g,,depot_a,A1-A4,3,6,6
trs-white-maize-meal__trs-trs-white-maize-meal-5kg,trs_vibrant,trs-trs-trs-white-maize-meal-5kg,,depot_a,A1-A4,3,6,6
trs-whole-cinnamon-dalchini__trs-trs-whole-cinnamon-dalchini-15kg,trs_vibrant,trs-trs-trs-whole-cinnamon-dalchini-15kg,,depot_a,A1-A4,3,6,6
trs-whole-cinnamon-dalchini__trs-trs-whole-cinnamon-dalchini-200g,trs_vibrant,trs-trs-trs-whole-cinnamon-dalchini-200g,,depot_a,A1-A4,3,6,6
trs-whole-cinnamon-dalchini__trs-trs-whole-cinnamon-dalchini-400g,trs_vibrant,trs-trs-trs-whole-cinnamon-dalchini-400g,,depot_a,A1-A4,3,6,6
trs-whole-cinnamon-dalchini__trs-trs-whole-cinnamon-dalchini-50g,trs_vibrant,trs-trs-trs-whole-cinnamon-dalchini-50g,,depot_a,A1-A4,3,6,6
trs-yellow-peas__trs-trs-yellow-peas-500g,trs_vibrant,trs-trs-trs-yellow-peas-500g,,depot_a,A1-A4,3,6,6
trs-yellow-peas__trs-trs-yellow-peas-2kg,trs_vibrant,trs-trs-trs-yellow-peas-2kg,,depot_a,A1-A4,3,6,6
trs-yellow-split-peas__trs-trs-yellow-split-peas-2kg,trs_vibrant,trs-trs-trs-yellow-split-peas-2kg,,depot_a,A1-A4,3,6,6
trs-yellow-split-peas__trs-trs-yellow-split-peas-500g,trs_vibrant,trs-trs-trs-yellow-split-peas-500g,,depot_a,A1-A4,3,6,6
trs-chilli-powder-hot__trs-chilli-hot-200g,trs_vibrant,trs-trs-chilli-hot-200g,,depot_a,A1-A4,3,6,6
trs-coconut-milk__trs-coconut-milk-400ml,trs_vibrant,trs-trs-coconut-milk-400ml,,depot_a,A1-A4,3,6,6
trs-dark-red-kidney-beans__trs-rajma-dark-1kg,trs_vibrant,trs-trs-rajma-dark-1kg,,depot_a,A1-A4,3,6,6
trs-garlic-paste__trs-garlic-paste-300g,trs_vibrant,trs-trs-garlic-paste-300g,,depot_a,A1-A4,3,6,6
trs-ginger-garlic-paste__trs-gg-paste-1kg,trs_vibrant,trs-trs-gg-paste-1kg,,depot_a,A1-A4,3,6,6
trs-ginger-garlic-paste__trs-gg-paste-300g,trs_vibrant,trs-trs-gg-paste-300g,,depot_a,A1-A4,3,6,6
trs-ginger-paste__trs-ginger-paste-300g,trs_vibrant,trs-trs-ginger-paste-300g,,depot_a,A1-A4,3,6,6
trs-kala-chana__trs-kala-chana-1kg,trs_vibrant,trs-trs-kala-chana-1kg,,depot_a,A1-A4,3,6,6
trs-kashmiri-chilli-powder__trs-kashmiri-chilli-200g,trs_vibrant,trs-trs-kashmiri-chilli-200g,,depot_a,A1-A4,3,6,6
trs-kewra-water__trs-kewra-water-190ml,trs_vibrant,trs-trs-kewra-water-190ml,,depot_a,A1-A4,3,6,6
trs-mixed-panchratna-dal__trs-panchratna-dal-1kg,trs_vibrant,trs-trs-panchratna-dal-1kg,,depot_a,A1-A4,3,6,6
trs-moong-whole-green__trs-moong-whole-green-1kg,trs_vibrant,trs-trs-moong-whole-green-1kg,,depot_a,A1-A4,3,6,6
trs-mukhwas__trs-mukhwas-200g,trs_vibrant,trs-trs-mukhwas-200g,,depot_a,A1-A4,3,6,6
trs-mustard-oil__trs-mustard-oil-1l,trs_vibrant,trs-trs-mustard-oil-1l,,depot_a,A1-A4,3,6,6
trs-pure-ghee__trs-ghee-500g,trs_vibrant,trs-trs-ghee-500g,,depot_a,A1-A4,3,6,6
trs-pure-ghee__trs-ghee-1kg,trs_vibrant,trs-trs-ghee-1kg,,depot_a,A1-A4,3,6,6
trs-red-split-lentils__trs-red-split-lentils-2kg,trs_vibrant,trs-trs-red-split-lentils-2kg,,depot_a,A1-A4,3,6,6
trs-red-split-lentils__trs-red-split-lentils-500g,trs_vibrant,trs-trs-red-split-lentils-500g,,depot_a,A1-A4,3,6,6
trs-roasted-chana-daria__trs-chana-daria-500g,trs_vibrant,trs-trs-chana-daria-500g,,depot_a,A1-A4,3,6,6
trs-roasted-cumin-powder__trs-cumin-roasted-100g,trs_vibrant,trs-trs-cumin-roasted-100g,,depot_a,A1-A4,3,6,6
trs-roasted-peanuts__trs-peanuts-roasted-500g,trs_vibrant,trs-trs-peanuts-roasted-500g,,depot_a,A1-A4,3,6,6
trs-rose-water__trs-rose-water-190ml,trs_vibrant,trs-trs-rose-water-190ml,,depot_a,A1-A4,3,6,6
trs-tamarind-block__trs-tamarind-block-400g,trs_vibrant,trs-trs-tamarind-block-400g,,depot_a,A1-A4,3,6,6
trs-toor-dal-dry__trs-toor-dal-dry-1kg,trs_vibrant,trs-trs-toor-dal-dry-1kg,,depot_a,A1-A4,3,6,6
trs-toor-dal-oily__trs-toor-dal-oily-1kg,trs_vibrant,trs-trs-toor-dal-oily-1kg,,depot_a,A1-A4,3,6,6
trs-toor-dal-oily__trs-toor-dal-oily-2kg,trs_vibrant,trs-trs-toor-dal-oily-2kg,,depot_a,A1-A4,3,6,6
trs-urad-dal-black-whole__trs-urad-black-whole-1kg,trs_vibrant,trs-trs-urad-black-whole-1kg,,depot_a,A1-A4,3,6,6
udhayam-filter-coffee__udhayam-coffee-200g,multiple_suppliers,udhayam-udhayam-coffee-200g,,default_depot,G1-G8,3,6,6
udhayam-filter-coffee__udhayam-coffee-500g,multiple_suppliers,udhayam-udhayam-coffee-500g,,default_depot,G1-G8,3,6,6
wagh-bakri-masala-chai__wagh-bakri-masala-chai-250g,multiple_suppliers,wagh-bakri-wagh-bakri-masala-chai-250g,,default_depot,G1-G8,3,6,6
wagh-bakri-premium-tea__wagh-bakri-tea-500g,multiple_suppliers,wagh-bakri-wagh-bakri-tea-500g,,default_depot,G1-G8,3,6,6
wagh-bakri-premium-tea__wagh-bakri-tea-1kg,multiple_suppliers,wagh-bakri-wagh-bakri-tea-1kg,,default_depot,G1-G8,3,6,6
indian-onion__veg-indian-onion-1kg,multiple_suppliers,veg-indian-onion-1kg,,fresh_supplier,F1-F2,3,6,6
mud-potato__veg-mud-potato-2kg,multiple_suppliers,veg-mud-potato-2kg,,fresh_supplier,F1-F2,3,6,6
ginger__veg-ginger-250g,multiple_suppliers,veg-ginger-250g,,fresh_supplier,F1-F2,3,6,6
garlic__veg-garlic-250g,multiple_suppliers,veg-garlic-250g,,fresh_supplier,F1-F2,3,6,6
okra__veg-okra-500g,multiple_suppliers,veg-okra-500g,,fresh_supplier,F1-F2,3,6,6
green-chillies__veg-green-chillies-200g,multiple_suppliers,veg-green-chillies-200g,,fresh_supplier,F1-F2,3,6,6
bottle-gourd__veg-dudhi-single,multiple_suppliers,veg-dudhi-single,,fresh_supplier,F1-F2,3,6,6
bitter-gourd__veg-karela-500g,multiple_suppliers,veg-karela-500g,,fresh_supplier,F1-F2,3,6,6
drumsticks__veg-drumsticks-250g,multiple_suppliers,veg-drumsticks-250g,,fresh_supplier,F1-F2,3,6,6
tindora__veg-tindora-500g,multiple_suppliers,veg-tindora-500g,,fresh_supplier,F1-F2,3,6,6
curry-leaves__veg-curry-leaves-50g,multiple_suppliers,veg-curry-leaves-50g,,fresh_supplier,F1-F2,3,6,6
vine-tomato__veg-tomato-500g,multiple_suppliers,veg-tomato-500g,,fresh_supplier,F1-F2,3,6,6
green-lime__veg-lime-4pk,multiple_suppliers,veg-lime-4pk,,fresh_supplier,F1-F2,3,6,6
coconut__veg-coconut-single,multiple_suppliers,veg-coconut-single,,fresh_supplier,F1-F2,3,6,6
green-plantains__veg-plantain-single,multiple_suppliers,veg-plantain-single,,fresh_supplier,F1-F2,3,6,6
cassava__veg-cassava-1kg,multiple_suppliers,veg-cassava-1kg,,fresh_supplier,F1-F2,3,6,6
arbi__veg-arbi-500g,multiple_suppliers,veg-arbi-500g,,fresh_supplier,F1-F2,3,6,6

